SA2_CODE,obsValue,ARR_BAND
101051540,54,Not stated
101061541,528,Total
101061541,3,Arrived 1900 - 1945
101061541,47,Arrived 1946 - 1955
101061541,66,Arrived 1956 - 1965
101061541,104,Arrived 1966 - 1975
101061541,51,Arrived 1976 - 1985
101061541,50,Arrived 1986 - 1995
101061541,77,Arrived 1996 - 2005
101061541,112,Arrived 2006 - 2015
101061541,3,Arrived 1 Jan 2016 - 9 August 2016
101061541,16,Not stated
101061542,1282,Total
101061542,6,Arrived 1900 - 1945
101061542,107,Arrived 1946 - 1955
101061542,150,Arrived 1956 - 1965
101061542,303,Arrived 1966 - 1975
101061542,178,Arrived 1976 - 1985
101061542,145,Arrived 1986 - 1995
101061542,190,Arrived 1996 - 2005
101061542,156,Arrived 2006 - 2015
101061542,14,Arrived 1 Jan 2016 - 9 August 2016
101061542,43,Not stated
101061543,623,Total
101061543,4,Arrived 1900 - 1945
101061543,56,Arrived 1946 - 1955
101061543,85,Arrived 1956 - 1965
101061543,76,Arrived 1966 - 1975
101061543,73,Arrived 1976 - 1985
101061543,53,Arrived 1986 - 1995
101061543,82,Arrived 1996 - 2005
101061543,154,Arrived 2006 - 2015
101061543,4,Arrived 1 Jan 2016 - 9 August 2016
101061543,30,Not stated
101061544,497,Total
101061544,3,Arrived 1900 - 1945
101061544,54,Arrived 1946 - 1955
101061544,87,Arrived 1956 - 1965
101061544,99,Arrived 1966 - 1975
101061544,47,Arrived 1976 - 1985
101061544,45,Arrived 1986 - 1995
101061544,42,Arrived 1996 - 2005
101061544,78,Arrived 2006 - 2015
101061544,12,Arrived 1 Jan 2016 - 9 August 2016
101061544,32,Not stated
103011058,2249,Total
103011058,8,Arrived 1900 - 1945
103011058,138,Arrived 1946 - 1955
103011058,167,Arrived 1956 - 1965
103011058,306,Arrived 1966 - 1975
103011058,194,Arrived 1976 - 1985
103011058,209,Arrived 1986 - 1995
103011058,321,Arrived 1996 - 2005
103011058,683,Arrived 2006 - 2015
103011058,54,Arrived 1 Jan 2016 - 9 August 2016
103011058,174,Not stated
103011059,818,Total
103011059,7,Arrived 1900 - 1945
103011059,62,Arrived 1946 - 1955
103011059,97,Arrived 1956 - 1965
103011059,120,Arrived 1966 - 1975
103011059,100,Arrived 1976 - 1985
103011059,76,Arrived 1986 - 1995
103011059,111,Arrived 1996 - 2005
103011059,194,Arrived 2006 - 2015
103011059,19,Arrived 1 Jan 2016 - 9 August 2016
103011059,34,Not stated
103011060,536,Total
103011060,5,Arrived 1900 - 1945
103011060,46,Arrived 1946 - 1955
103011060,85,Arrived 1956 - 1965
103011060,123,Arrived 1966 - 1975
103011060,68,Arrived 1976 - 1985
103011060,64,Arrived 1986 - 1995
103011060,42,Arrived 1996 - 2005
103011060,34,Arrived 2006 - 2015
103011060,0,Arrived 1 Jan 2016 - 9 August 2016
103011060,70,Not stated
103011061,447,Total
103011061,3,Arrived 1900 - 1945
103011061,41,Arrived 1946 - 1955
103011061,79,Arrived 1956 - 1965
103011061,94,Arrived 1966 - 1975
103011061,46,Arrived 1976 - 1985
103011061,37,Arrived 1986 - 1995
103011061,43,Arrived 1996 - 2005
103011061,62,Arrived 2006 - 2015
103011061,3,Arrived 1 Jan 2016 - 9 August 2016
103011061,29,Not stated
103021062,251,Total
103021062,0,Arrived 1900 - 1945
103021062,18,Arrived 1946 - 1955
103021062,22,Arrived 1956 - 1965
103021062,25,Arrived 1966 - 1975
103021062,14,Arrived 1976 - 1985
103021062,16,Arrived 1986 - 1995
103021062,37,Arrived 1996 - 2005
103021062,99,Arrived 2006 - 2015
103021062,5,Arrived 1 Jan 2016 - 9 August 2016
103021062,19,Not stated
103021063,531,Total
103021063,10,Arrived 1900 - 1945
103021063,87,Arrived 1946 - 1955
103021063,78,Arrived 1956 - 1965
103021063,103,Arrived 1966 - 1975
103021063,34,Arrived 1976 - 1985
103021063,48,Arrived 1986 - 1995
103021063,73,Arrived 1996 - 2005
103021063,71,Arrived 2006 - 2015
103021063,3,Arrived 1 Jan 2016 - 9 August 2016
103021063,28,Not stated
103021064,329,Total
103021064,0,Arrived 1900 - 1945
103021064,35,Arrived 1946 - 1955
103021064,45,Arrived 1956 - 1965
103021064,90,Arrived 1966 - 1975
103021064,39,Arrived 1976 - 1985
103021064,22,Arrived 1986 - 1995
103021064,31,Arrived 1996 - 2005
103021064,41,Arrived 2006 - 2015
103021064,3,Arrived 1 Jan 2016 - 9 August 2016
103021064,21,Not stated
103021065,417,Total
103021065,0,Arrived 1900 - 1945
103021065,32,Arrived 1946 - 1955
103021065,52,Arrived 1956 - 1965
103021065,70,Arrived 1966 - 1975
103021065,39,Arrived 1976 - 1985
103021065,47,Arrived 1986 - 1995
103021065,53,Arrived 1996 - 2005
103021065,100,Arrived 2006 - 2015
103021065,5,Arrived 1 Jan 2016 - 9 August 2016
103021065,16,Not stated
103021066,207,Total
103021066,0,Arrived 1900 - 1945
103021066,33,Arrived 1946 - 1955
103021066,44,Arrived 1956 - 1965
103021066,42,Arrived 1966 - 1975
103021066,15,Arrived 1976 - 1985
103021066,7,Arrived 1986 - 1995
103021066,13,Arrived 1996 - 2005
103021066,37,Arrived 2006 - 2015
103021066,0,Arrived 1 Jan 2016 - 9 August 2016
103021066,14,Not stated
103021067,612,Total
103021067,4,Arrived 1900 - 1945
103021067,70,Arrived 1946 - 1955
103021067,55,Arrived 1956 - 1965
103021067,72,Arrived 1966 - 1975
103021067,35,Arrived 1976 - 1985
103021067,45,Arrived 1986 - 1995
103021067,75,Arrived 1996 - 2005
103021067,233,Arrived 2006 - 2015
103021067,10,Arrived 1 Jan 2016 - 9 August 2016
103021067,20,Not stated
103021068,163,Total
103021068,3,Arrived 1900 - 1945
103021068,11,Arrived 1946 - 1955
103021068,25,Arrived 1956 - 1965
103021068,29,Arrived 1966 - 1975
103021068,14,Arrived 1976 - 1985
103021068,9,Arrived 1986 - 1995
103021068,21,Arrived 1996 - 2005
103021068,34,Arrived 2006 - 2015
103021068,0,Arrived 1 Jan 2016 - 9 August 2016
103021068,4,Not stated
103021069,288,Total
103021069,0,Arrived 1900 - 1945
103021069,13,Arrived 1946 - 1955
103021069,35,Arrived 1956 - 1965
103021069,39,Arrived 1966 - 1975
103021069,14,Arrived 1976 - 1985
103021069,34,Arrived 1986 - 1995
103021069,29,Arrived 1996 - 2005
103021069,112,Arrived 2006 - 2015
103021069,4,Arrived 1 Jan 2016 - 9 August 2016
103021069,4,Not stated
103031070,1269,Total
103031070,7,Arrived 1900 - 1945
103031070,100,Arrived 1946 - 1955
103031070,145,Arrived 1956 - 1965
103031070,249,Arrived 1966 - 1975
103031070,162,Arrived 1976 - 1985
103031070,106,Arrived 1986 - 1995
103031070,125,Arrived 1996 - 2005
103031070,194,Arrived 2006 - 2015
103031070,9,Arrived 1 Jan 2016 - 9 August 2016
103031070,174,Not stated
103031071,694,Total
103031071,0,Arrived 1900 - 1945
103031071,54,Arrived 1946 - 1955
103031071,114,Arrived 1956 - 1965
103031071,205,Arrived 1966 - 1975
103031071,97,Arrived 1976 - 1985
103031071,80,Arrived 1986 - 1995
103031071,51,Arrived 1996 - 2005
103031071,61,Arrived 2006 - 2015
103031071,6,Arrived 1 Jan 2016 - 9 August 2016
103031071,33,Not stated
103031072,834,Total
103031072,7,Arrived 1900 - 1945
103031072,74,Arrived 1946 - 1955
103031072,84,Arrived 1956 - 1965
103031072,147,Arrived 1966 - 1975
103031072,76,Arrived 1976 - 1985
103031072,67,Arrived 1986 - 1995
103031072,100,Arrived 1996 - 2005
103031072,213,Arrived 2006 - 2015
103031072,5,Arrived 1 Jan 2016 - 9 August 2016
103031072,55,Not stated
103031073,306,Total
103031073,5,Arrived 1900 - 1945
103031073,36,Arrived 1946 - 1955
103031073,58,Arrived 1956 - 1965
103031073,73,Arrived 1966 - 1975
103031073,44,Arrived 1976 - 1985
103031073,28,Arrived 1986 - 1995
103031073,18,Arrived 1996 - 2005
103031073,17,Arrived 2006 - 2015
103031073,0,Arrived 1 Jan 2016 - 9 August 2016
103031073,24,Not stated
103031074,745,Total
103031074,3,Arrived 1900 - 1945
103031074,74,Arrived 1946 - 1955
103031074,141,Arrived 1956 - 1965
103031074,192,Arrived 1966 - 1975
103031074,72,Arrived 1976 - 1985
103031074,70,Arrived 1986 - 1995
103031074,68,Arrived 1996 - 2005
103031074,89,Arrived 2006 - 2015
103031074,0,Arrived 1 Jan 2016 - 9 August 2016
103031074,30,Not stated
103031075,0,Total
103031075,0,Arrived 1900 - 1945
103031075,0,Arrived 1946 - 1955
103031075,0,Arrived 1956 - 1965
103031075,0,Arrived 1966 - 1975
103031075,0,Arrived 1976 - 1985
103031075,0,Arrived 1986 - 1995
103031075,0,Arrived 1996 - 2005
103031075,0,Arrived 2006 - 2015
103031075,0,Arrived 1 Jan 2016 - 9 August 2016
103031075,0,Not stated
103041076,453,Total
103041076,0,Arrived 1900 - 1945
103041076,53,Arrived 1946 - 1955
103041076,62,Arrived 1956 - 1965
103041076,103,Arrived 1966 - 1975
103041076,62,Arrived 1976 - 1985
103041076,42,Arrived 1986 - 1995
103041076,43,Arrived 1996 - 2005
103041076,63,Arrived 2006 - 2015
103041076,3,Arrived 1 Jan 2016 - 9 August 2016
103041076,15,Not stated
103041077,1743,Total
103041077,16,Arrived 1900 - 1945
103041077,166,Arrived 1946 - 1955
103041077,188,Arrived 1956 - 1965
103041077,224,Arrived 1966 - 1975
103041077,155,Arrived 1976 - 1985
103041077,140,Arrived 1986 - 1995
103041077,205,Arrived 1996 - 2005
103041077,544,Arrived 2006 - 2015
103041077,31,Arrived 1 Jan 2016 - 9 August 2016
103041077,73,Not stated
103041078,1922,Total
103041078,9,Arrived 1900 - 1945
103041078,103,Arrived 1946 - 1955
103041078,122,Arrived 1956 - 1965
103041078,222,Arrived 1966 - 1975
103041078,127,Arrived 1976 - 1985
103041078,174,Arrived 1986 - 1995
103041078,279,Arrived 1996 - 2005
103041078,789,Arrived 2006 - 2015
103041078,39,Arrived 1 Jan 2016 - 9 August 2016
103041078,64,Not stated
103041079,733,Total
103041079,10,Arrived 1900 - 1945
103041079,58,Arrived 1946 - 1955
103041079,94,Arrived 1956 - 1965
103041079,140,Arrived 1966 - 1975
103041079,84,Arrived 1976 - 1985
103041079,86,Arrived 1986 - 1995
103041079,86,Arrived 1996 - 2005
103041079,128,Arrived 2006 - 2015
103041079,3,Arrived 1 Jan 2016 - 9 August 2016
103041079,38,Not stated
104011080,1043,Total
104011080,8,Arrived 1900 - 1945
104011080,90,Arrived 1946 - 1955
104011080,137,Arrived 1956 - 1965
104011080,179,Arrived 1966 - 1975
104011080,103,Arrived 1976 - 1985
104011080,111,Arrived 1986 - 1995
104011080,88,Arrived 1996 - 2005
104011080,248,Arrived 2006 - 2015
104011080,10,Arrived 1 Jan 2016 - 9 August 2016
104011080,65,Not stated
104011081,1154,Total
104011081,3,Arrived 1900 - 1945
104011081,115,Arrived 1946 - 1955
104011081,209,Arrived 1956 - 1965
104011081,301,Arrived 1966 - 1975
104011081,143,Arrived 1976 - 1985
104011081,118,Arrived 1986 - 1995
104011081,96,Arrived 1996 - 2005
104011081,99,Arrived 2006 - 2015
104011081,7,Arrived 1 Jan 2016 - 9 August 2016
104011081,54,Not stated
104011082,1593,Total
104011082,17,Arrived 1900 - 1945
104011082,187,Arrived 1946 - 1955
104011082,258,Arrived 1956 - 1965
104011082,316,Arrived 1966 - 1975
104011082,198,Arrived 1976 - 1985
104011082,143,Arrived 1986 - 1995
104011082,133,Arrived 1996 - 2005
104011082,247,Arrived 2006 - 2015
104011082,11,Arrived 1 Jan 2016 - 9 August 2016
104011082,79,Not stated
104021083,840,Total
104021083,10,Arrived 1900 - 1945
104021083,44,Arrived 1946 - 1955
104021083,103,Arrived 1956 - 1965
104021083,150,Arrived 1966 - 1975
104021083,132,Arrived 1976 - 1985
104021083,116,Arrived 1986 - 1995
104021083,119,Arrived 1996 - 2005
104021083,122,Arrived 2006 - 2015
104021083,0,Arrived 1 Jan 2016 - 9 August 2016
104021083,36,Not stated
104021084,2544,Total
104021084,9,Arrived 1900 - 1945
104021084,165,Arrived 1946 - 1955
104021084,249,Arrived 1956 - 1965
104021084,319,Arrived 1966 - 1975
104021084,231,Arrived 1976 - 1985
104021084,216,Arrived 1986 - 1995
104021084,295,Arrived 1996 - 2005
104021084,887,Arrived 2006 - 2015
104021084,86,Arrived 1 Jan 2016 - 9 August 2016
104021084,82,Not stated
104021085,1741,Total
104021085,10,Arrived 1900 - 1945
104021085,93,Arrived 1946 - 1955
104021085,145,Arrived 1956 - 1965
104021085,200,Arrived 1966 - 1975
104021085,126,Arrived 1976 - 1985
104021085,127,Arrived 1986 - 1995
104021085,178,Arrived 1996 - 2005
104021085,723,Arrived 2006 - 2015
104021085,63,Arrived 1 Jan 2016 - 9 August 2016
104021085,68,Not stated
104021086,420,Total
104021086,0,Arrived 1900 - 1945
104021086,23,Arrived 1946 - 1955
104021086,48,Arrived 1956 - 1965
104021086,91,Arrived 1966 - 1975
104021086,54,Arrived 1976 - 1985
104021086,48,Arrived 1986 - 1995
104021086,68,Arrived 1996 - 2005
104021086,70,Arrived 2006 - 2015
104021086,0,Arrived 1 Jan 2016 - 9 August 2016
104021086,16,Not stated
104021087,314,Total
104021087,3,Arrived 1900 - 1945
104021087,30,Arrived 1946 - 1955
104021087,46,Arrived 1956 - 1965
104021087,79,Arrived 1966 - 1975
104021087,50,Arrived 1976 - 1985
104021087,33,Arrived 1986 - 1995
104021087,18,Arrived 1996 - 2005
104021087,40,Arrived 2006 - 2015
104021087,4,Arrived 1 Jan 2016 - 9 August 2016
104021087,17,Not stated
104021088,1281,Total
104021088,6,Arrived 1900 - 1945
104021088,82,Arrived 1946 - 1955
104021088,140,Arrived 1956 - 1965
104021088,218,Arrived 1966 - 1975
104021088,162,Arrived 1976 - 1985
104021088,133,Arrived 1986 - 1995
104021088,174,Arrived 1996 - 2005
104021088,310,Arrived 2006 - 2015
104021088,12,Arrived 1 Jan 2016 - 9 August 2016
104021088,47,Not stated
104021089,2127,Total
104021089,10,Arrived 1900 - 1945
104021089,170,Arrived 1946 - 1955
104021089,314,Arrived 1956 - 1965
104021089,407,Arrived 1966 - 1975
104021089,248,Arrived 1976 - 1985
104021089,216,Arrived 1986 - 1995
104021089,239,Arrived 1996 - 2005
104021089,404,Arrived 2006 - 2015
104021089,32,Arrived 1 Jan 2016 - 9 August 2016
104021089,83,Not stated
104021090,423,Total
104021090,5,Arrived 1900 - 1945
104021090,29,Arrived 1946 - 1955
104021090,70,Arrived 1956 - 1965
104021090,112,Arrived 1966 - 1975
104021090,61,Arrived 1976 - 1985
104021090,51,Arrived 1986 - 1995
104021090,41,Arrived 1996 - 2005
104021090,42,Arrived 2006 - 2015
104021090,3,Arrived 1 Jan 2016 - 9 August 2016
104021090,18,Not stated
104021091,1981,Total
104021091,9,Arrived 1900 - 1945
104021091,140,Arrived 1946 - 1955
104021091,208,Arrived 1956 - 1965
104021091,308,Arrived 1966 - 1975
104021091,165,Arrived 1976 - 1985
104021091,157,Arrived 1986 - 1995
104021091,155,Arrived 1996 - 2005
104021091,667,Arrived 2006 - 2015
104021091,58,Arrived 1 Jan 2016 - 9 August 2016
104021091,115,Not stated
105011092,131,Total
105011092,0,Arrived 1900 - 1945
105011092,8,Arrived 1946 - 1955
105011092,10,Arrived 1956 - 1965
105011092,16,Arrived 1966 - 1975
105011092,8,Arrived 1976 - 1985
105011092,15,Arrived 1986 - 1995
105011092,12,Arrived 1996 - 2005
105011092,58,Arrived 2006 - 2015
105011092,0,Arrived 1 Jan 2016 - 9 August 2016
105011092,8,Not stated
105011093,325,Total
105011093,0,Arrived 1900 - 1945
105011093,11,Arrived 1946 - 1955
105011093,22,Arrived 1956 - 1965
105011093,12,Arrived 1966 - 1975
105011093,21,Arrived 1976 - 1985
105011093,29,Arrived 1986 - 1995
105011093,41,Arrived 1996 - 2005
105011093,165,Arrived 2006 - 2015
105011093,3,Arrived 1 Jan 2016 - 9 August 2016
105011093,22,Not stated
105011094,116,Total
105011094,0,Arrived 1900 - 1945
105011094,12,Arrived 1946 - 1955
105011094,11,Arrived 1956 - 1965
105011094,16,Arrived 1966 - 1975
105011094,11,Arrived 1976 - 1985
105011094,16,Arrived 1986 - 1995
105011094,5,Arrived 1996 - 2005
105011094,37,Arrived 2006 - 2015
105011094,0,Arrived 1 Jan 2016 - 9 August 2016
105011094,0,Not stated
105011095,231,Total
105011095,3,Arrived 1900 - 1945
105011095,12,Arrived 1946 - 1955
105011095,9,Arrived 1956 - 1965
105011095,29,Arrived 1966 - 1975
105011095,19,Arrived 1976 - 1985
105011095,26,Arrived 1986 - 1995
105011095,22,Arrived 1996 - 2005
105011095,89,Arrived 2006 - 2015
105011095,8,Arrived 1 Jan 2016 - 9 August 2016
105011095,19,Not stated
105011096,564,Total
105011096,0,Arrived 1900 - 1945
105011096,38,Arrived 1946 - 1955
105011096,78,Arrived 1956 - 1965
105011096,136,Arrived 1966 - 1975
105011096,63,Arrived 1976 - 1985
105011096,51,Arrived 1986 - 1995
105011096,36,Arrived 1996 - 2005
105011096,130,Arrived 2006 - 2015
105011096,3,Arrived 1 Jan 2016 - 9 August 2016
105011096,29,Not stated
105021097,800,Total
105021097,4,Arrived 1900 - 1945
105021097,85,Arrived 1946 - 1955
105021097,85,Arrived 1956 - 1965
105021097,105,Arrived 1966 - 1975
105021097,57,Arrived 1976 - 1985
105021097,74,Arrived 1986 - 1995
105021097,76,Arrived 1996 - 2005
105021097,248,Arrived 2006 - 2015
105021097,7,Arrived 1 Jan 2016 - 9 August 2016
105021097,42,Not stated
105021098,107,Total
105021098,0,Arrived 1900 - 1945
105021098,9,Arrived 1946 - 1955
105021098,10,Arrived 1956 - 1965
105021098,20,Arrived 1966 - 1975
105021098,10,Arrived 1976 - 1985
105021098,17,Arrived 1986 - 1995
105021098,7,Arrived 1996 - 2005
105021098,21,Arrived 2006 - 2015
105021098,4,Arrived 1 Jan 2016 - 9 August 2016
105021098,13,Not stated
105031099,480,Total
105031099,4,Arrived 1900 - 1945
105031099,61,Arrived 1946 - 1955
105031099,78,Arrived 1956 - 1965
105031099,97,Arrived 1966 - 1975
105031099,57,Arrived 1976 - 1985
105031099,43,Arrived 1986 - 1995
105031099,51,Arrived 1996 - 2005
105031099,65,Arrived 2006 - 2015
105031099,9,Arrived 1 Jan 2016 - 9 August 2016
105031099,23,Not stated
105031100,699,Total
105031100,0,Arrived 1900 - 1945
105031100,34,Arrived 1946 - 1955
105031100,60,Arrived 1956 - 1965
105031100,65,Arrived 1966 - 1975
105031100,49,Arrived 1976 - 1985
105031100,42,Arrived 1986 - 1995
105031100,95,Arrived 1996 - 2005
105031100,297,Arrived 2006 - 2015
105031100,38,Arrived 1 Jan 2016 - 9 August 2016
105031100,11,Not stated
105031101,1568,Total
105031101,6,Arrived 1900 - 1945
105031101,69,Arrived 1946 - 1955
105031101,65,Arrived 1956 - 1965
105031101,106,Arrived 1966 - 1975
105031101,96,Arrived 1976 - 1985
105031101,108,Arrived 1986 - 1995
105031101,156,Arrived 1996 - 2005
105031101,862,Arrived 2006 - 2015
105031101,53,Arrived 1 Jan 2016 - 9 August 2016
105031101,52,Not stated
105031102,646,Total
105031102,0,Arrived 1900 - 1945
105031102,30,Arrived 1946 - 1955
105031102,52,Arrived 1956 - 1965
105031102,69,Arrived 1966 - 1975
105031102,40,Arrived 1976 - 1985
105031102,63,Arrived 1986 - 1995
105031102,66,Arrived 1996 - 2005
105031102,291,Arrived 2006 - 2015
105031102,22,Arrived 1 Jan 2016 - 9 August 2016
105031102,20,Not stated
105031103,224,Total
105031103,0,Arrived 1900 - 1945
105031103,24,Arrived 1946 - 1955
105031103,42,Arrived 1956 - 1965
105031103,50,Arrived 1966 - 1975
105031103,24,Arrived 1976 - 1985
105031103,22,Arrived 1986 - 1995
105031103,15,Arrived 1996 - 2005
105031103,28,Arrived 2006 - 2015
105031103,0,Arrived 1 Jan 2016 - 9 August 2016
105031103,14,Not stated
105031104,159,Total
105031104,0,Arrived 1900 - 1945
105031104,16,Arrived 1946 - 1955
105031104,25,Arrived 1956 - 1965
105031104,13,Arrived 1966 - 1975
105031104,10,Arrived 1976 - 1985
105031104,9,Arrived 1986 - 1995
105031104,26,Arrived 1996 - 2005
105031104,29,Arrived 2006 - 2015
105031104,7,Arrived 1 Jan 2016 - 9 August 2016
105031104,21,Not stated
105031105,232,Total
105031105,3,Arrived 1900 - 1945
105031105,33,Arrived 1946 - 1955
105031105,30,Arrived 1956 - 1965
105031105,61,Arrived 1966 - 1975
105031105,22,Arrived 1976 - 1985
105031105,23,Arrived 1986 - 1995
105031105,21,Arrived 1996 - 2005
105031105,35,Arrived 2006 - 2015
105031105,0,Arrived 1 Jan 2016 - 9 August 2016
105031105,14,Not stated
105031106,514,Total
105031106,8,Arrived 1900 - 1945
105031106,44,Arrived 1946 - 1955
105031106,66,Arrived 1956 - 1965
105031106,78,Arrived 1966 - 1975
105031106,44,Arrived 1976 - 1985
105031106,49,Arrived 1986 - 1995
105031106,32,Arrived 1996 - 2005
105031106,59,Arrived 2006 - 2015
105031106,3,Arrived 1 Jan 2016 - 9 August 2016
105031106,131,Not stated
106011107,803,Total
106011107,4,Arrived 1900 - 1945
106011107,101,Arrived 1946 - 1955
106011107,81,Arrived 1956 - 1965
106011107,123,Arrived 1966 - 1975
106011107,94,Arrived 1976 - 1985
106011107,84,Arrived 1986 - 1995
106011107,101,Arrived 1996 - 2005
106011107,174,Arrived 2006 - 2015
106011107,3,Arrived 1 Jan 2016 - 9 August 2016
106011107,40,Not stated
106011108,1351,Total
106011108,11,Arrived 1900 - 1945
106011108,134,Arrived 1946 - 1955
106011108,137,Arrived 1956 - 1965
106011108,220,Arrived 1966 - 1975
106011108,136,Arrived 1976 - 1985
106011108,130,Arrived 1986 - 1995
106011108,159,Arrived 1996 - 2005
106011108,238,Arrived 2006 - 2015
106011108,9,Arrived 1 Jan 2016 - 9 August 2016
106011108,175,Not stated
106011109,608,Total
106011109,7,Arrived 1900 - 1945
106011109,41,Arrived 1946 - 1955
106011109,88,Arrived 1956 - 1965
106011109,161,Arrived 1966 - 1975
106011109,96,Arrived 1976 - 1985
106011109,76,Arrived 1986 - 1995
106011109,51,Arrived 1996 - 2005
106011109,65,Arrived 2006 - 2015
106011109,0,Arrived 1 Jan 2016 - 9 August 2016
106011109,26,Not stated
106011110,434,Total
106011110,0,Arrived 1900 - 1945
106011110,43,Arrived 1946 - 1955
