SA2_CODE,Parents_Born_Overseas,Parents_POB_Parent_Code,obsValue
309021233,Father only born overseas,TOT,931
309021233,Mother only born overseas,TOT,752
309021233,Both parents born in Australia,TOT,7057
309021233,Not stated - birthplace for either or both parents not stated,TOT,669
309021234,Total,NA,14654
309021234,Both parents born overseas,TOT,2818
309021234,Father only born overseas,TOT,1092
309021234,Mother only born overseas,TOT,832
309021234,Both parents born in Australia,TOT,8800
309021234,Not stated - birthplace for either or both parents not stated,TOT,1103
309031235,Total,NA,10246
309031235,Both parents born overseas,TOT,4258
309031235,Father only born overseas,TOT,623
309031235,Mother only born overseas,TOT,531
309031235,Both parents born in Australia,TOT,4148
309031235,Not stated - birthplace for either or both parents not stated,TOT,689
309031236,Total,NA,8534
309031236,Both parents born overseas,TOT,3381
309031236,Father only born overseas,TOT,505
309031236,Mother only born overseas,TOT,430
309031236,Both parents born in Australia,TOT,3324
309031236,Not stated - birthplace for either or both parents not stated,TOT,897
309031237,Total,NA,10388
309031237,Both parents born overseas,TOT,3743
309031237,Father only born overseas,TOT,666
309031237,Mother only born overseas,TOT,559
309031237,Both parents born in Australia,TOT,4590
309031237,Not stated - birthplace for either or both parents not stated,TOT,827
309031238,Total,NA,18261
309031238,Both parents born overseas,TOT,6776
309031238,Father only born overseas,TOT,1191
309031238,Mother only born overseas,TOT,886
309031238,Both parents born in Australia,TOT,7384
309031238,Not stated - birthplace for either or both parents not stated,TOT,2029
309031239,Total,NA,9399
309031239,Both parents born overseas,TOT,2872
309031239,Father only born overseas,TOT,651
309031239,Mother only born overseas,TOT,521
309031239,Both parents born in Australia,TOT,4729
309031239,Not stated - birthplace for either or both parents not stated,TOT,620
309031240,Total,NA,9068
309031240,Both parents born overseas,TOT,3187
309031240,Father only born overseas,TOT,567
309031240,Mother only born overseas,TOT,470
309031240,Both parents born in Australia,TOT,4202
309031240,Not stated - birthplace for either or both parents not stated,TOT,646
309041241,Total,NA,4238
309041241,Both parents born overseas,TOT,1030
309041241,Father only born overseas,TOT,318
309041241,Mother only born overseas,TOT,264
309041241,Both parents born in Australia,TOT,2167
309041241,Not stated - birthplace for either or both parents not stated,TOT,465
309041242,Total,NA,14273
309041242,Both parents born overseas,TOT,3667
309041242,Father only born overseas,TOT,1090
309041242,Mother only born overseas,TOT,880
309041242,Both parents born in Australia,TOT,7311
309041242,Not stated - birthplace for either or both parents not stated,TOT,1325
309051243,Total,NA,7147
309051243,Both parents born overseas,TOT,1539
309051243,Father only born overseas,TOT,591
309051243,Mother only born overseas,TOT,518
309051243,Both parents born in Australia,TOT,4033
309051243,Not stated - birthplace for either or both parents not stated,TOT,476
309051244,Total,NA,18263
309051244,Both parents born overseas,TOT,5563
309051244,Father only born overseas,TOT,1587
309051244,Mother only born overseas,TOT,1289
309051244,Both parents born in Australia,TOT,8743
309051244,Not stated - birthplace for either or both parents not stated,TOT,1086
309051245,Total,NA,7976
309051245,Both parents born overseas,TOT,2610
309051245,Father only born overseas,TOT,639
309051245,Mother only born overseas,TOT,495
309051245,Both parents born in Australia,TOT,3882
309051245,Not stated - birthplace for either or both parents not stated,TOT,347
309061246,Total,NA,12189
309061246,Both parents born overseas,TOT,3887
309061246,Father only born overseas,TOT,893
309061246,Mother only born overseas,TOT,764
309061246,Both parents born in Australia,TOT,5833
309061246,Not stated - birthplace for either or both parents not stated,TOT,813
309061247,Total,NA,8368
309061247,Both parents born overseas,TOT,2507
309061247,Father only born overseas,TOT,637
309061247,Mother only born overseas,TOT,524
309061247,Both parents born in Australia,TOT,4183
309061247,Not stated - birthplace for either or both parents not stated,TOT,512
309061248,Total,NA,20529
309061248,Both parents born overseas,TOT,5995
309061248,Father only born overseas,TOT,1647
309061248,Mother only born overseas,TOT,1268
309061248,Both parents born in Australia,TOT,10177
309061248,Not stated - birthplace for either or both parents not stated,TOT,1439
309061249,Total,NA,18320
309061249,Both parents born overseas,TOT,6991
309061249,Father only born overseas,TOT,1332
309061249,Mother only born overseas,TOT,1037
309061249,Both parents born in Australia,TOT,7812
309061249,Not stated - birthplace for either or both parents not stated,TOT,1149
309061250,Total,NA,7884
309061250,Both parents born overseas,TOT,2301
309061250,Father only born overseas,TOT,586
309061250,Mother only born overseas,TOT,516
309061250,Both parents born in Australia,TOT,3821
309061250,Not stated - birthplace for either or both parents not stated,TOT,657
309071251,Total,NA,13305
309071251,Both parents born overseas,TOT,4661
309071251,Father only born overseas,TOT,1125
309071251,Mother only born overseas,TOT,752
309071251,Both parents born in Australia,TOT,5746
309071251,Not stated - birthplace for either or both parents not stated,TOT,1023
309071252,Total,NA,16862
309071252,Both parents born overseas,TOT,5956
309071252,Father only born overseas,TOT,1131
309071252,Mother only born overseas,TOT,1008
309071252,Both parents born in Australia,TOT,7644
309071252,Not stated - birthplace for either or both parents not stated,TOT,1118
309071253,Total,NA,11232
309071253,Both parents born overseas,TOT,4228
309071253,Father only born overseas,TOT,703
309071253,Mother only born overseas,TOT,566
309071253,Both parents born in Australia,TOT,4618
309071253,Not stated - birthplace for either or both parents not stated,TOT,1116
309071254,Total,NA,3642
309071254,Both parents born overseas,TOT,663
309071254,Father only born overseas,TOT,214
309071254,Mother only born overseas,TOT,175
309071254,Both parents born in Australia,TOT,2345
309071254,Not stated - birthplace for either or both parents not stated,TOT,248
309071255,Total,NA,19674
309071255,Both parents born overseas,TOT,5750
309071255,Father only born overseas,TOT,1566
309071255,Mother only born overseas,TOT,1154
309071255,Both parents born in Australia,TOT,9934
309071255,Not stated - birthplace for either or both parents not stated,TOT,1266
309071256,Total,NA,15795
309071256,Both parents born overseas,TOT,5271
309071256,Father only born overseas,TOT,1191
309071256,Mother only born overseas,TOT,975
309071256,Both parents born in Australia,TOT,7371
309071256,Not stated - birthplace for either or both parents not stated,TOT,981
309071257,Total,NA,9167
309071257,Both parents born overseas,TOT,2645
309071257,Father only born overseas,TOT,657
309071257,Mother only born overseas,TOT,590
309071257,Both parents born in Australia,TOT,4234
309071257,Not stated - birthplace for either or both parents not stated,TOT,1039
309071258,Total,NA,31214
309071258,Both parents born overseas,TOT,10983
309071258,Father only born overseas,TOT,2285
309071258,Mother only born overseas,TOT,1908
309071258,Both parents born in Australia,TOT,13922
309071258,Not stated - birthplace for either or both parents not stated,TOT,2111
309081259,Total,NA,4120
309081259,Both parents born overseas,TOT,1857
309081259,Father only born overseas,TOT,233
309081259,Mother only born overseas,TOT,212
309081259,Both parents born in Australia,TOT,1574
309081259,Not stated - birthplace for either or both parents not stated,TOT,243
309081260,Total,NA,7071
309081260,Both parents born overseas,TOT,2557
309081260,Father only born overseas,TOT,466
309081260,Mother only born overseas,TOT,416
309081260,Both parents born in Australia,TOT,2846
309081260,Not stated - birthplace for either or both parents not stated,TOT,783
309081261,Total,NA,23106
309081261,Both parents born overseas,TOT,9400
309081261,Father only born overseas,TOT,1626
309081261,Mother only born overseas,TOT,1327
309081261,Both parents born in Australia,TOT,9301
309081261,Not stated - birthplace for either or both parents not stated,TOT,1448
309081262,Total,NA,15183
309081262,Both parents born overseas,TOT,5918
309081262,Father only born overseas,TOT,1060
309081262,Mother only born overseas,TOT,872
309081262,Both parents born in Australia,TOT,6053
309081262,Not stated - birthplace for either or both parents not stated,TOT,1278
309091263,Total,NA,11910
309091263,Both parents born overseas,TOT,4005
309091263,Father only born overseas,TOT,891
309091263,Mother only born overseas,TOT,696
309091263,Both parents born in Australia,TOT,5383
309091263,Not stated - birthplace for either or both parents not stated,TOT,934
309091264,Total,NA,6375
309091264,Both parents born overseas,TOT,2707
309091264,Father only born overseas,TOT,454
309091264,Mother only born overseas,TOT,352
309091264,Both parents born in Australia,TOT,2484
309091264,Not stated - birthplace for either or both parents not stated,TOT,376
309091265,Total,NA,8702
309091265,Both parents born overseas,TOT,3201
309091265,Father only born overseas,TOT,518
309091265,Mother only born overseas,TOT,468
309091265,Both parents born in Australia,TOT,3894
309091265,Not stated - birthplace for either or both parents not stated,TOT,625
309091540,Total,NA,14697
309091540,Both parents born overseas,TOT,6691
309091540,Father only born overseas,TOT,772
309091540,Mother only born overseas,TOT,709
309091540,Both parents born in Australia,TOT,5006
309091540,Not stated - birthplace for either or both parents not stated,TOT,1507
309091541,Total,NA,17208
309091541,Both parents born overseas,TOT,6922
309091541,Father only born overseas,TOT,1024
309091541,Mother only born overseas,TOT,905
309091541,Both parents born in Australia,TOT,6565
309091541,Not stated - birthplace for either or both parents not stated,TOT,1794
309101267,Total,NA,8741
309101267,Both parents born overseas,TOT,3470
309101267,Father only born overseas,TOT,600
309101267,Mother only born overseas,TOT,490
309101267,Both parents born in Australia,TOT,3416
309101267,Not stated - birthplace for either or both parents not stated,TOT,762
309101268,Total,NA,4523
309101268,Both parents born overseas,TOT,1507
309101268,Father only born overseas,TOT,359
309101268,Mother only born overseas,TOT,278
309101268,Both parents born in Australia,TOT,2067
309101268,Not stated - birthplace for either or both parents not stated,TOT,312
309101269,Total,NA,3883
309101269,Both parents born overseas,TOT,1170
309101269,Father only born overseas,TOT,206
309101269,Mother only born overseas,TOT,190
309101269,Both parents born in Australia,TOT,1739
309101269,Not stated - birthplace for either or both parents not stated,TOT,581
309101270,Total,NA,23689
309101270,Both parents born overseas,TOT,10372
309101270,Father only born overseas,TOT,1204
309101270,Mother only born overseas,TOT,1015
309101270,Both parents born in Australia,TOT,7366
309101270,Not stated - birthplace for either or both parents not stated,TOT,3736
312011337,Total,NA,9105
312011337,Both parents born overseas,TOT,1557
312011337,Father only born overseas,TOT,396
312011337,Mother only born overseas,TOT,350
312011337,Both parents born in Australia,TOT,5755
312011337,Not stated - birthplace for either or both parents not stated,TOT,1048
