sex,age,sa2_code,region,time,value
Females,65 - 69,101021012,Queanbeyan West - Jerrabomberra,2016,182
Females,0 - 4,120031394,Dulwich Hill - Lewisham,2016,486
Females,60 - 64,123021438,Claymore - Eagle Vale - Raby,2016,540
Males,0 - 4,109011173,Albury - North,2016,336
Males,80 - 84,103011060,Bathurst Region,2016,53
Males,25 - 29,124031463,Mulgoa - Luddenham - Orchard Hills,2016,374
Males,0 - 4,108011153,Forster-Tuncurry Region,2016,161
Males,50 - 54,127021518,Horsley Park - Kemps Creek,2016,153
Males,25 - 29,116021311,Quakers Hill - Acacia Gardens,2016,868
Males,65 - 69,119011360,Revesby,2016,358
Females,80 - 84,104021091,Woolgoolga - Arrawarra,2016,182
Females,45 - 49,110031195,Moree,2016,250
Females,15 - 19,103021065,Forbes,2016,330
Males,40 - 44,102021044,Bateau Bay - Killarney Vale,2016,628
Females,85 and over,119021363,Canterbury (South) - Campsie,2016,322
Males,80 - 84,124011455,Wentworth Falls,2016,97
Males,50 - 54,124031464,Penrith,2016,432
Females,65 - 69,120011383,Concord - Mortlake - Cabarita,2016,660
Females,40 - 44,106021118,Thornton - Millers Forest,2016,363
Females,40 - 44,107031138,Kiama,2016,235
Females,40 - 44,120021388,Leichhardt - Annandale,2016,1308
Females,5 - 9,113011259,Narrandera,2016,249
Females,45 - 49,123021441,Leumeah - Minto Heights,2016,484
Females,15 - 19,114021286,Mittagong,2016,426
Females,70 - 74,108021155,Kempsey,2016,384
Females,45 - 49,102021054,Toukley - Norah Head,2016,276
Females,0 - 4,119011359,Panania - Milperra - Picnic Point,2016,910
Females,65 - 69,118011347,Woollahra,2016,285
Females,25 - 29,116011308,Seven Hills - Toongabbie,2016,876
Females,5 - 9,102021047,Chittaway Bay - Tumbi Umbi,2016,562
Females,15 - 19,123031448,The Oaks - Oakdale,2016,326
Males,35 - 39,120011386,Five Dock - Abbotsford,2016,858
Males,50 - 54,106011112,Singleton,2016,573
Females,55 - 59,197979799,Migratory - Offshore - Shipping (NSW),2016,0
Females,0 - 4,104021090,Urunga,2016,91
Females,45 - 49,121031411,Turramurra,2016,818
Males,30 - 34,111031224,Hamilton - Broadmeadow,2016,442
Females,40 - 44,125041494,Winston Hills,2016,452
Males,5 - 9,125041490,North Rocks,2016,301
Males,50 - 54,128011527,Caringbah - Lilli Pilli,2016,889
Males,65 - 69,109011176,Lavington,2016,413
Males,55 - 59,102021052,Summerland Point - Gwandalan,2016,204
Females,5 - 9,110041199,Gunnedah,2016,357
Males,75 - 79,105031104,Gilgandra,2016,117
Males,60 - 64,120021387,Balmain,2016,466
Males,10 - 14,101011003,Yass,2016,222
Males,30 - 34,109021179,Wentworth-Balranald Region,2016,90
Males,30 - 34,111031227,Mayfield - Warabrook,2016,725
Males,5 - 9,125041491,Northmead,2016,744
Females,45 - 49,113031267,Wagga Wagga - East,2016,556
Males,75 - 79,105011094,Coonamble,2016,69
Females,55 - 59,108041163,Port Macquarie - East,2016,1055
Females,10 - 14,124051470,St Clair,2016,635
Females,70 - 74,101041027,Narooma - Bermagui,2016,365
Males,5 - 9,126011495,Epping - North Epping,2016,925
Males,35 - 39,123031446,Douglas Park - Appin,2016,344
Females,65 - 69,125041494,Winston Hills,2016,331
Females,5 - 9,108011152,Forster,2016,396
Females,80 - 84,102011041,Wamberal - Forresters Beach,2016,98
Females,30 - 34,121021405,Hornsby - Waitara,2016,1758
Females,0 - 4,103011060,Bathurst Region,2016,135
Males,65 - 69,125011475,Rookwood Cemetery,2016,0
Males,10 - 14,111021216,Bonnells Bay - Silverwater,2016,291
Males,65 - 69,122021421,Bayview - Elanora Heights,2016,354
Females,80 - 84,103021066,Grenfell,2016,61
Males,80 - 84,103031075,Wollangambe - Wollemi,2016,0
Males,10 - 14,116011308,Seven Hills - Toongabbie,2016,751
Males,65 - 69,124031464,Penrith,2016,287
Males,70 - 74,101021011,Queanbeyan Region,2016,292
Males,25 - 29,102021055,Tuggerah - Kangy Angy,2016,175
Males,65 - 69,108051170,Taree Region,2016,659
Females,60 - 64,113031270,Wagga Wagga - West,2016,341
Males,50 - 54,102021051,Ourimbah - Fountaindale,2016,195
Females,50 - 54,127021512,Cabramatta West - Mount Pritchard,2016,551
Females,65 - 69,121041417,North Sydney - Lavender Bay,2016,297
Females,50 - 54,101041024,Eurobodalla Hinterland,2016,165
Males,85 and over,115011293,Cherrybrook,2016,411
Males,15 - 19,111031230,Newcastle Port - Kooragang,2016,0
Females,55 - 59,102011031,Erina - Green Point,2016,505
Males,45 - 49,117031330,Erskineville - Alexandria,2016,714
Females,15 - 19,124021456,Blue Mountains - South,2016,0
Males,5 - 9,113031264,Gundagai,2016,131
Females,25 - 29,102021051,Ourimbah - Fountaindale,2016,160
Females,85 and over,124021456,Blue Mountains - South,2016,0
Females,35 - 39,103031075,Wollangambe - Wollemi,2016,0
Females,60 - 64,120011386,Five Dock - Abbotsford,2016,628
Females,40 - 44,128011528,Cronulla - Kurnell - Bundeena,2016,1082
Males,85 and over,127021510,Bossley Park - Abbotsbury,2016,105
Males,30 - 34,101011002,Goulburn Region,2016,265
Males,65 - 69,119041379,Kogarah Bay - Carlton - Allawah,2016,361
Females,55 - 59,107031141,Shellharbour - Flinders,2016,551
Males,60 - 64,126021502,Ryde - Putney,2016,733
Females,25 - 29,123011435,Mount Annan - Currans Hill,2016,1177
Males,5 - 9,111031230,Newcastle Port - Kooragang,2016,0
Females,85 and over,117021327,Petersham - Stanmore,2016,121
Males,40 - 44,197979799,Migratory - Offshore - Shipping (NSW),2016,0
Females,75 - 79,110021191,Inverell,2016,286
Males,0 - 4,119041375,Arncliffe - Bardwell Valley,2016,707
Females,85 and over,105031106,Wellington,2016,150
Females,70 - 74,127021511,Cabramatta - Lansvale,2016,321
Males,60 - 64,122031430,Manly Vale - Allambie Heights,2016,368
Males,40 - 44,107031143,Warilla,2016,570
Males,0 - 4,107011133,Port Kembla Industrial,2016,0
Males,25 - 29,112011240,Byron Bay,2016,424
Males,15 - 19,120031390,Ashfield,2016,612
Males,80 - 84,117031338,Waterloo - Beaconsfield,2016,192
Females,50 - 54,101021011,Queanbeyan Region,2016,692
Males,5 - 9,109031185,Tocumwal - Finley - Jerilderie,2016,304
Males,50 - 54,113031271,Wagga Wagga Region,2016,543
Males,15 - 19,116021311,Quakers Hill - Acacia Gardens,2016,973
Males,20 - 24,104021085,Coffs Harbour - South,2016,340
Females,40 - 44,123021436,Bradbury - Wedderburn,2016,667
Females,65 - 69,114011279,St Georges Basin - Erowal Bay,2016,610
Females,50 - 54,118011342,Centennial Park,2016,1
Males,0 - 4,117011320,Banksmeadow,2016,1
Males,70 - 74,113011259,Narrandera,2016,149
Males,50 - 54,110021192,Inverell Region - East,2016,163
Females,30 - 34,103011061,Oberon,2016,101
Males,85 and over,106021118,Thornton - Millers Forest,2016,14
Males,80 - 84,123011433,Camden - Ellis Lane,2016,139
Females,20 - 24,109021177,Hay,2016,75
Females,50 - 54,108051169,Taree,2016,650
Females,55 - 59,126021499,Hunters Hill - Woolwich,2016,339
Males,25 - 29,103031074,Mudgee Region - West,2016,238
Females,65 - 69,110041203,Tamworth - North,2016,399
Males,15 - 19,111011210,Mount Hutton - Windale,2016,297
Males,5 - 9,119011359,Panania - Milperra - Picnic Point,2016,947
Females,50 - 54,107041146,Figtree - Keiraville,2016,625
Males,25 - 29,124031457,Cambridge Park,2016,630
Females,60 - 64,123031447,Picton - Tahmoor - Buxton,2016,498
Females,50 - 54,126021503,West Ryde - Meadowbank,2016,555
Males,65 - 69,101041023,Eden,2016,144
Males,0 - 4,122031428,Frenchs Forest - Belrose,2016,816
Females,10 - 14,119021364,Kingsgrove (North) - Earlwood,2016,705
Males,30 - 34,109011174,Albury - South,2016,328
Females,75 - 79,117021327,Petersham - Stanmore,2016,196
Females,75 - 79,119041376,Bexley,2016,389
Females,25 - 29,127031526,Prestons - Lurnea,2016,1024
Males,20 - 24,118011343,Double Bay - Bellevue Hill,2016,668
Males,30 - 34,119031370,Narwee - Beverly Hills,2016,567
Males,80 - 84,118011344,Dover Heights,2016,85
Males,50 - 54,104021083,Bellingen,2016,213
Females,80 - 84,108051170,Taree Region,2016,115
Females,10 - 14,121031412,Wahroonga - Warrawee,2016,763
Males,10 - 14,128011529,Gymea - Grays Point,2016,629
Females,20 - 24,101031015,Cooma Region,2016,62
Females,10 - 14,114021284,Bowral,2016,377
Females,45 - 49,119021363,Canterbury (South) - Campsie,2016,1053
Females,85 and over,122031432,Terrey Hills - Duffys Forest,2016,73
Males,5 - 9,127021516,Fairfield - West,2016,697
Females,75 - 79,124051469,Erskine Park,2016,31
Males,10 - 14,123011435,Mount Annan - Currans Hill,2016,1235
Males,85 and over,121031409,Pymble,2016,134
Males,20 - 24,128021534,Illawong - Alfords Point,2016,451
Males,25 - 29,113021260,Tumbarumba,2016,110
Females,75 - 79,112021248,Lismore,2016,294
Males,65 - 69,121011401,St Leonards - Naremburn,2016,203
Males,60 - 64,103021064,Cowra Region,2016,215
Males,35 - 39,126021499,Hunters Hill - Woolwich,2016,235
Females,10 - 14,119021367,Roselands,2016,476
Males,10 - 14,101041021,Broulee - Tomakin,2016,112
Males,45 - 49,112021244,Casino,2016,349
Females,70 - 74,120031394,Dulwich Hill - Lewisham,2016,271
Males,35 - 39,118021352,Randwick,2016,1404
Females,20 - 24,111011206,Belmont - Bennetts Green,2016,523
Males,70 - 74,110041200,Gunnedah Region,2016,99
Females,55 - 59,110041205,Tamworth Region,2016,739
Females,15 - 19,124031458,Castlereagh - Cranebrook,2016,780
Females,5 - 9,106031125,Williamtown - Medowie - Karuah,2016,509
Females,15 - 19,121041415,Mosman,2016,843
Males,55 - 59,112011238,Bangalow,2016,274
Females,85 and over,103031075,Wollangambe - Wollemi,2016,0
Females,60 - 64,118021352,Randwick,2016,624
Males,0 - 4,110041200,Gunnedah Region,2016,133
Females,25 - 29,104021084,Coffs Harbour - North,2016,570
Females,60 - 64,103021063,Cowra,2016,322
Males,15 - 19,124031459,Emu Plains - Leonay,2016,495
Males,70 - 74,119041376,Bexley,2016,391
Males,75 - 79,106031125,Williamtown - Medowie - Karuah,2016,196
Females,55 - 59,125031484,Guildford West - Merrylands West,2016,562
Females,20 - 24,118011346,Rose Bay - Vaucluse - Watsons Bay,2016,386
Males,20 - 24,110021190,Glen Innes,2016,209
Females,40 - 44,114011275,Ettrema - Sassafras - Budawang,2016,0
Females,35 - 39,116011304,Blacktown (North) - Marayong,2016,692
Males,20 - 24,114011273,Callala Bay - Currarong,2016,109
Females,15 - 19,114011274,Culburra Beach,2016,109
Females,0 - 4,116011304,Blacktown (North) - Marayong,2016,677
Males,5 - 9,111021216,Bonnells Bay - Silverwater,2016,305
Males,20 - 24,115011296,West Pennant Hills,2016,519
Males,5 - 9,119031370,Narwee - Beverly Hills,2016,410
Females,30 - 34,105031105,Narromine,2016,192
Females,55 - 59,119021365,Lakemba - Wiley Park,2016,578
Females,40 - 44,112031252,Murwillumbah Region,2016,312
Females,70 - 74,110021193,Inverell Region - West,2016,185
Females,10 - 14,103021067,Parkes (NSW),2016,351
Females,40 - 44,122031426,Dee Why - North Curl Curl,2016,1035
Males,25 - 29,123031448,The Oaks - Oakdale,2016,266
Males,55 - 59,116031315,Hassall Grove - Plumpton,2016,624
Females,45 - 49,107031139,Kiama Downs - Minnamurra,2016,187
Males,0 - 4,119011358,Padstow,2016,518
Males,0 - 4,109031184,Moama,2016,192
Females,70 - 74,107031140,Kiama Hinterland - Gerringong,2016,237
Females,75 - 79,121011398,Chatswood (East) - Artarmon,2016,350
Males,15 - 19,109011174,Albury - South,2016,344
Females,30 - 34,102021056,Warnervale - Wadalba,2016,547
Females,40 - 44,115041301,Pitt Town - McGraths Hill,2016,400
Females,25 - 29,108051168,Old Bar - Manning Point - Red Head,2016,206
Males,30 - 34,102011042,Woy Woy - Blackwall,2016,360
Males,40 - 44,106021116,Maitland - North,2016,271
Males,75 - 79,116021312,Riverstone - Marsden Park,2016,148
Males,40 - 44,107041147,Helensburgh,2016,361
Females,55 - 59,103041078,Orange - North,2016,575
Females,35 - 39,107041148,Thirroul - Austinmer - Coalcliff,2016,383
Females,15 - 19,128021532,Engadine - Loftus,2016,896
Males,20 - 24,128011529,Gymea - Grays Point,2016,550
Females,40 - 44,112011241,Evans Head,2016,163
Females,75 - 79,112011238,Bangalow,2016,67
Males,45 - 49,110041201,Quirindi,2016,238
Males,30 - 34,114021285,Hill Top - Colo Vale,2016,207
Males,55 - 59,111031229,Newcastle - Cooks Hill,2016,373
Females,45 - 49,102021051,Ourimbah - Fountaindale,2016,198
Males,35 - 39,101041017,Batemans Bay,2016,177
Females,40 - 44,111021218,Morisset - Cooranbong,2016,443
Females,80 - 84,120011384,Concord West - North Strathfield,2016,129
Females,25 - 29,119011358,Padstow,2016,570
Females,0 - 4,104011082,Maclean - Yamba - Iluka,2016,336
Females,5 - 9,124041466,Richmond - Clarendon,2016,406
Males,25 - 29,102021057,Wyong,2016,303
Males,45 - 49,106021118,Thornton - Millers Forest,2016,322
Males,70 - 74,102011043,Wyoming,2016,281
Males,55 - 59,118011339,Bondi - Tamarama - Bronte,2016,430
Males,5 - 9,108011152,Forster,2016,367
Males,60 - 64,106011112,Singleton,2016,365
Males,10 - 14,126021503,West Ryde - Meadowbank,2016,426
Females,60 - 64,127011507,Green Valley - Cecil Hills,2016,800
Females,25 - 29,108031161,Lord Howe Island,2016,16
Females,75 - 79,105031103,Dubbo Region,2016,61
Males,0 - 4,104021091,Woolgoolga - Arrawarra,2016,421
Females,85 and over,106011112,Singleton,2016,200
Males,25 - 29,119011359,Panania - Milperra - Picnic Point,2016,777
Females,65 - 69,106031122,Raymond Terrace,2016,345
Males,60 - 64,116011306,Doonside - Woodcroft,2016,599
Males,0 - 4,122011419,Manly - Fairlight,2016,692
Males,45 - 49,101041025,Merimbula - Tura Beach,2016,330
Females,25 - 29,123021437,Campbelltown - Woodbine,2016,791
Females,85 and over,125011473,Homebush Bay - Silverwater,2016,38
Females,70 - 74,107041146,Figtree - Keiraville,2016,426
Males,30 - 34,125021476,Carlingford,2016,876
Males,75 - 79,126011496,Pennant Hills - Cheltenham,2016,305
Females,0 - 4,110031196,Moree Region,2016,227
Males,15 - 19,127021520,St Johns Park - Wakeley,2016,393
Females,80 - 84,119011361,Yagoona - Birrong,2016,239
Males,30 - 34,126021497,Eastwood - Denistone,2016,963
Males,5 - 9,121011401,St Leonards - Naremburn,2016,269
Males,85 and over,109021178,Wentworth - Buronga,2016,47
Males,50 - 54,127021509,Bonnyrigg Heights - Bonnyrigg,2016,551
Males,80 - 84,103021069,West Wyalong,2016,88
Males,15 - 19,114021289,Southern Highlands,2016,177
Males,60 - 64,117031336,Surry Hills,2016,397
Females,5 - 9,117031337,Sydney - Haymarket - The Rocks,2016,152
Females,60 - 64,104021090,Urunga,2016,216
Males,85 and over,102011043,Wyoming,2016,200
Males,50 - 54,111031225,Lambton - New Lambton,2016,572
Males,40 - 44,127011504,Ashcroft - Busby - Miller,2016,501
Females,35 - 39,103031072,Mudgee,2016,384
Females,25 - 29,101011004,Yass Region,2016,215
Males,45 - 49,116011304,Blacktown (North) - Marayong,2016,508
Males,40 - 44,112031254,Tweed Heads,2016,537
Females,85 and over,106021116,Maitland - North,2016,84
Males,45 - 49,123011435,Mount Annan - Currans Hill,2016,968
Females,5 - 9,115011293,Cherrybrook,2016,759
Females,50 - 54,126011496,Pennant Hills - Cheltenham,2016,802
Males,80 - 84,127021518,Horsley Park - Kemps Creek,2016,61
Males,75 - 79,113021262,Tumut Region,2016,95
Males,65 - 69,112021244,Casino,2016,366
Males,85 and over,124031462,Kingswood - Werrington,2016,90
Males,50 - 54,109031182,Deniliquin,2016,216
Males,5 - 9,113031268,Wagga Wagga - North,2016,153
Females,50 - 54,113011256,Griffith (NSW),2016,571
Males,60 - 64,113021262,Tumut Region,2016,200
Males,65 - 69,106031122,Raymond Terrace,2016,367
Females,65 - 69,112021247,Kyogle,2016,267
Males,80 - 84,116031319,Rooty Hill - Minchinbury,2016,85
Females,60 - 64,125031485,Merrylands - Holroyd,2016,647
Females,15 - 19,112021249,Lismore Region,2016,496
Males,20 - 24,106031122,Raymond Terrace,2016,509
Females,45 - 49,102011039,Terrigal - North Avoca,2016,504
Females,65 - 69,111031224,Hamilton - Broadmeadow,2016,300
Males,60 - 64,111011213,Valentine - Eleebana,2016,410
Females,35 - 39,126021500,Macquarie Park - Marsfield,2016,894
Females,35 - 39,124021456,Blue Mountains - South,2016,0
Males,5 - 9,120031394,Dulwich Hill - Lewisham,2016,488
Females,25 - 29,123031447,Picton - Tahmoor - Buxton,2016,532
Males,15 - 19,123031448,The Oaks - Oakdale,2016,335
Males,35 - 39,116021310,Parklea - Kellyville Ridge,2016,1910
Males,55 - 59,128021538,Sutherland - Kirrawee,2016,559
Females,50 - 54,107021135,Illawarra Catchment Reserve,2016,0
Males,75 - 79,124031463,Mulgoa - Luddenham - Orchard Hills,2016,98
Females,75 - 79,128021538,Sutherland - Kirrawee,2016,350
Males,5 - 9,102021052,Summerland Point - Gwandalan,2016,188
Males,75 - 79,110031196,Moree Region,2016,48
Males,15 - 19,113031263,Cootamundra,2016,206
Males,55 - 59,107011134,Unanderra - Mount Kembla,2016,538
Males,60 - 64,127031525,Liverpool - Warwick Farm,2016,738
Females,55 - 59,116021310,Parklea - Kellyville Ridge,2016,654
Males,5 - 9,125011474,Lidcombe - Regents Park,2016,1000
Males,30 - 34,128011527,Caringbah - Lilli Pilli,2016,874
Females,10 - 14,123021439,Holsworthy Military Area,2016,0
Females,60 - 64,119011353,Bankstown,2016,759
Males,0 - 4,118021349,Kensington - Kingsford,2016,643
Females,30 - 34,110041204,Tamworth - West,2016,200
Females,35 - 39,106031124,Tea Gardens - Hawks Nest,2016,88
Males,80 - 84,116021309,Glenwood,2016,47
Males,35 - 39,102021057,Wyong,2016,268
Males,10 - 14,101041018,Batemans Bay - South,2016,227
Males,10 - 14,102021050,Lake Munmorah - Mannering Park,2016,321
Females,55 - 59,127011505,Badgerys Creek - Greendale,2016,319
Males,85 and over,105031104,Gilgandra,2016,61
Females,60 - 64,123031445,Bargo,2016,158
Males,25 - 29,127011505,Badgerys Creek - Greendale,2016,373
Females,60 - 64,127021521,Wetherill Park Industrial,2016,2
Females,50 - 54,124031457,Cambridge Park,2016,485
Females,25 - 29,125031481,Granville - Clyde,2016,1259
Males,20 - 24,117031337,Sydney - Haymarket - The Rocks,2016,2506
Males,5 - 9,110041205,Tamworth Region,2016,695
Males,15 - 19,127021517,Greenfield Park - Prairiewood,2016,339
Males,65 - 69,120011383,Concord - Mortlake - Cabarita,2016,590
Males,0 - 4,102021052,Summerland Point - Gwandalan,2016,175
Males,5 - 9,104011082,Maclean - Yamba - Iluka,2016,439
Males,65 - 69,127031525,Liverpool - Warwick Farm,2016,648
Females,60 - 64,116031319,Rooty Hill - Minchinbury,2016,551
Females,35 - 39,121041416,Neutral Bay - Kirribilli,2016,997
Females,35 - 39,107041145,Corrimal - Tarrawanna - Bellambi,2016,508
Females,80 - 84,114011280,Sussex Inlet - Berrara,2016,101
Males,55 - 59,114011283,Ulladulla Region,2016,293
Males,45 - 49,102021049,Jilliby - Yarramalong,2016,149
Females,45 - 49,114011276,Huskisson - Vincentia,2016,114
Females,20 - 24,104021084,Coffs Harbour - North,2016,505
Females,20 - 24,119041379,Kogarah Bay - Carlton - Allawah,2016,601
Males,35 - 39,120031393,Croydon Park - Enfield,2016,602
Males,25 - 29,117031338,Waterloo - Beaconsfield,2016,3225
Females,80 - 84,121031410,St Ives,2016,330
Males,70 - 74,114011275,Ettrema - Sassafras - Budawang,2016,3
Females,70 - 74,127031525,Liverpool - Warwick Farm,2016,535
Males,45 - 49,112031254,Tweed Heads,2016,557
Females,45 - 49,101011004,Yass Region,2016,530
Males,10 - 14,111031232,Stockton - Fullerton Cove,2016,164
Males,30 - 34,113021260,Tumbarumba,2016,123
Females,10 - 14,117011322,Mascot - Eastlakes,2016,490
Females,0 - 4,108011152,Forster,2016,323
Males,10 - 14,114011274,Culburra Beach,2016,116
Females,80 - 84,109011176,Lavington,2016,235
Males,85 and over,111021217,Edgeworth - Cameron Park,2016,108
Females,85 and over,125031484,Guildford West - Merrylands West,2016,301
Females,50 - 54,117011321,Botany,2016,391
